Timestamp,CPU usage,Memory usage,Network received,Network transmitted
1376328047,3.1,581609.0666666668,7.2666666666666675,2.0
1376328347,3.0,436206.4,7.066666666666666,1.7333333333333334
1376328647,3.333333333333333,385873.6,7.333333333333332,2.6666666666666665
1376328947,3.0,452983.2,7.0,2.0
1376329247,2.966666666666667,402652.0,7.0,2.0
1376329547,3.4,408243.46666666673,7.2,2.7333333333333334
1376329847,3.0,587201.6,7.0,1.8666666666666667
1376330147,3.033333333333333,620756.0,7.0,1.9333333333333331
1376330447,3.3,553646.4,7.066666666666666,2.466666666666667
1376330747,3.0,570423.2,7.066666666666666,1.9333333333333331
1376331047,3.0,352320.0,7.2,1.8666666666666667
1376331347,3.3,391467.2,7.4,2.8
1376331647,3.1,452984.0,7.2666666666666675,1.9333333333333331
1376331947,2.933333333333333,352320.0,7.066666666666666,2.0
1376332247,3.3,503315.2,7.2,2.7333333333333334
1376332547,2.966666666666667,469760.8,7.133333333333334,1.9333333333333331
1376332847,3.066666666666667,408245.06666666665,7.066666666666666,1.8
1376333147,3.3,704640.8,7.333333333333332,2.7333333333333334
1376333447,3.0,581609.0666666668,7.0,1.8
1376333747,3.0,503316.0,7.2666666666666675,2.066666666666667
1376334047,3.333333333333333,452983.2,7.2,2.466666666666667
1376334347,3.0,536868.8,7.066666666666666,1.8666666666666667
1376334647,2.966666666666667,475353.6,7.066666666666666,2.0
1376334947,3.3666666666666667,721418.4,7.2666666666666675,2.8
1376335247,3.066666666666667,536869.6,7.0,2.0
1376335547,3.0,430613.33333333326,7.533333333333332,2.2666666666666666
1376335847,3.333333333333333,486537.6,7.466666666666668,3.0
1376336147,2.966666666666667,738196.0,7.2666666666666675,1.8666666666666667
1376336447,2.933333333333333,469760.8,6.933333333333334,1.7333333333333334
1376336747,3.333333333333333,520092.0,7.2,2.466666666666667
1376337047,3.0,536869.6,7.066666666666666,1.8666666666666667
1376337347,3.0,374690.13333333336,7.2,1.9333333333333331
1376337647,3.3,542461.0666666668,7.133333333333334,2.6666666666666665
1376337947,3.0,704640.8,7.333333333333332,2.0
1376338248,3.033333333333333,329950.66666666674,7.2,1.8
1376338548,3.333333333333333,480946.4,7.333333333333332,2.7333333333333334
1376338848,3.0,520091.7333333333,7.333333333333332,1.9333333333333331
1376339148,3.0,570423.4666666667,7.133333333333334,2.0
1376339448,3.4,436205.6,7.2,2.533333333333333
1376339748,3.033333333333333,536869.6,6.933333333333334,1.9333333333333331
1376340048,3.0,408245.06666666665,7.0,1.8666666666666667
1376340348,3.4,492130.4,7.133333333333334,2.8
1376340648,3.0,581608.8,7.0,2.0
1376340948,3.0,520092.26666666655,7.133333333333334,1.9333333333333331
1376341248,3.466666666666667,615162.6666666665,7.133333333333334,2.4
1376341548,3.0,609570.9333333332,7.0,1.8666666666666667
1376341848,3.0,419428.8,7.2666666666666675,1.8666666666666667
1376342148,3.333333333333333,704641.3333333335,7.4,2.6
1376342448,3.1,721418.6666666665,7.2666666666666675,2.0
1376342748,3.0,464168.0,7.533333333333332,2.1333333333333333
1376343048,3.3,603978.4,7.7333333333333325,2.8666666666666667
1376343348,3.0,553646.4,7.2666666666666675,2.0
1376343648,3.0,369097.06666666665,7.2666666666666675,2.0
1376343948,3.333333333333333,419428.8,7.2666666666666675,2.8
1376344248,3.0,503315.46666666673,7.133333333333334,1.9333333333333331
1376344548,3.0,425021.33333333326,7.0,2.0
1376344848,3.233333333333333,464168.26666666655,7.066666666666666,2.4
1376345148,3.033333333333333,777342.6666666665,7.0,2.0
1376345448,2.933333333333333,447390.93333333335,7.0,2.0
1376345748,3.3666666666666667,486537.6,7.2666666666666675,2.8
1376346048,3.066666666666667,603977.8666666667,7.066666666666666,1.9333333333333331
1376346348,3.0,620755.7333333333,7.066666666666666,1.8
1376346648,3.3666666666666667,615162.9333333332,7.333333333333332,2.533333333333333
1376346948,3.033333333333333,917152.8,7.2,1.8
1376347248,3.066666666666667,581608.2666666667,7.133333333333334,1.9333333333333331
1376347548,3.3,469760.53333333327,7.4,2.6
1376347848,3.066666666666667,559238.9333333332,7.333333333333332,2.066666666666667
1376348148,3.033333333333333,710234.1333333333,7.2666666666666675,2.066666666666667
1376348448,3.433333333333333,626347.4666666667,7.2666666666666675,2.4
1376348749,3.066666666666667,631940.5333333333,7.066666666666666,1.9333333333333331
1376349049,3.033333333333333,475352.26666666655,7.066666666666666,1.9333333333333331
1376349349,3.4,525684.5333333333,7.4,2.6666666666666665
1376349649,3.1333333333333333,598385.8666666667,7.333333333333332,2.2666666666666666
1376349949,3.0,408244.0,7.2666666666666675,2.2
1376350249,3.3,508907.7333333333,7.333333333333332,2.8666666666666667
1376350549,3.0,587201.6,7.2,2.0
1376350849,3.0,508907.7333333333,7.333333333333332,2.0
1376351149,3.3,564830.4,7.2666666666666675,2.7333333333333334
1376351449,3.0,452983.46666666673,7.066666666666666,2.0
1376351749,3.0,346728.53333333327,7.066666666666666,1.9333333333333331
1376352049,3.3,576015.7333333333,7.2666666666666675,2.533333333333333
1376352349,3.0,676679.4666666667,7.133333333333334,2.066666666666667
1376352649,3.033333333333333,525684.5333333333,7.2,1.7333333333333334
1376352949,3.3,469760.53333333327,7.466666666666668,2.8666666666666667
1376353249,3.066666666666667,648716.8,7.0,1.8666666666666667
1376353549,3.0,402652.0,7.133333333333334,1.9333333333333331
1376353849,3.3,514499.2,7.333333333333332,2.7333333333333334
1376354149,3.0,671086.9333333332,7.066666666666666,1.9333333333333331
1376354449,3.033333333333333,329951.2,6.933333333333334,1.8666666666666667
1376354749,3.333333333333333,508906.93333333347,7.2,2.6666666666666665
1376355049,3.0,553647.2,7.0,1.9333333333333331
1376355349,3.0,441798.13333333336,6.933333333333334,1.8666666666666667
1376355649,3.3,631940.5333333333,7.0,2.533333333333333
1376355949,3.0,643124.8,7.066666666666666,2.0
1376356249,3.0,419428.0,7.066666666666666,1.7333333333333334
1376356549,3.3,397058.93333333335,7.2,2.7333333333333334
1376356849,3.033333333333333,587200.5333333333,7.4,2.2
1376357149,4.233333333333333,732604.2666666667,7.4,2.6
1376357449,3.8,1728051.2,7.2666666666666675,2.8666666666666667
1376357749,3.0,905968.5333333331,7.333333333333332,2.2
1376358049,3.033333333333333,637532.2666666667,7.2666666666666675,2.1333333333333333
1376358349,3.333333333333333,486537.33333333326,7.2,2.7333333333333334
1376358649,3.0,508907.7333333333,7.133333333333334,2.0
1376358949,2.933333333333333,425021.06666666665,7.133333333333334,2.066666666666667
1376359250,3.3,369097.8666666666,7.133333333333334,2.533333333333333
1376359550,3.0,508907.46666666673,7.2,2.066666666666667
1376359850,3.0,380281.8666666666,7.2,1.8
1376360150,3.266666666666667,452983.2,7.4,2.6666666666666665
1376360450,3.0,559238.9333333332,7.133333333333334,1.9333333333333331
1376360750,3.0,503315.46666666673,7.066666666666666,2.0
1376361050,3.333333333333333,559239.2,7.133333333333334,2.6666666666666665
1376361350,3.0,536870.4,7.0,2.0
1376361650,2.966666666666667,570424.0,7.0,1.9333333333333331
1376361950,3.3,520093.06666666653,7.2,2.8
1376362250,2.966666666666667,620754.4,7.0,1.8666666666666667
1376362550,3.0,542461.6,7.133333333333334,2.0
1376362849,3.333333333333333,603978.1333333333,7.2,2.4
1376363149,2.966666666666667,570424.0,7.066666666666666,1.9333333333333331
1376363449,3.0,380281.8666666666,6.933333333333334,1.9333333333333331
1376363749,3.433333333333333,447390.93333333335,7.533333333333332,2.933333333333333
1376364049,3.1,520092.53333333327,7.466666666666668,2.2666666666666666
1376364349,3.0,313172.8,7.333333333333332,2.066666666666667
1376364650,3.333333333333333,637532.5333333333,7.466666666666668,2.8
1376364950,2.966666666666667,469760.8,7.133333333333334,2.0
1376365250,3.0,436206.66666666674,7.066666666666666,2.0
1376365550,3.3,363504.8,7.2,2.8
1376365850,3.1,542460.8,7.066666666666666,2.0
1376366150,3.0,548054.1333333333,7.0,2.0
1376366450,3.333333333333333,631940.0,6.933333333333334,2.4
1376366750,3.0,732603.4666666667,7.066666666666666,2.0
1376367050,3.0,609570.4,7.0,1.9333333333333331
1376367350,3.3,553646.9333333332,7.2666666666666675,2.7333333333333334
1376367650,3.1,469761.06666666653,7.2,1.8666666666666667
1376367950,3.0,492130.4,7.066666666666666,1.9333333333333331
1376368250,3.3666666666666667,665494.1333333333,7.066666666666666,2.466666666666667
1376368550,3.0,402651.46666666673,7.133333333333334,1.9333333333333331
1376368850,3.0,587201.0666666668,7.333333333333332,1.9333333333333331
1376369150,3.3,548054.1333333333,7.333333333333332,2.6666666666666665
1376369450,3.0,620755.2,7.133333333333334,2.0
1376369750,3.0,469760.53333333327,7.2666666666666675,1.9333333333333331
1376370050,3.3,408244.26666666666,7.066666666666666,2.4
1376370350,3.0,531277.3333333335,7.0,2.0
1376370650,3.0,436206.4,7.0,1.9333333333333331
1376370950,3.333333333333333,570424.2666666667,7.133333333333334,2.8
1376371250,3.166666666666667,469760.0,7.0,2.0
1376371550,3.033333333333333,380282.93333333335,7.0,2.0
1376371850,3.3,564830.6666666665,7.133333333333334,2.7333333333333334
1376372150,3.0,603978.1333333333,7.466666666666668,2.4
1376372450,3.0,397059.46666666673,7.333333333333332,2.2
1376372750,3.3,503315.2,7.466666666666668,2.8
1376373050,2.966666666666667,430613.8666666666,7.2,1.9333333333333331
1376373350,3.0,419429.06666666665,7.4,2.2
1376373651,3.4,492129.33333333326,7.133333333333334,2.6
1376373951,3.0,452983.46666666673,7.333333333333332,2.2
1376374251,3.0,598385.8666666667,7.466666666666668,2.4
1376374551,3.3,548053.6,7.666666666666668,2.8666666666666667
1376374851,3.066666666666667,727010.1333333333,7.466666666666668,2.2
1376375151,3.033333333333333,587200.8,7.2666666666666675,2.2
1376375451,3.3,536870.4,7.2,2.6666666666666665
1376375751,2.966666666666667,458575.46666666673,7.066666666666666,1.8
1376376051,2.966666666666667,397059.46666666673,7.133333333333334,1.8666666666666667
1376376351,3.266666666666667,631940.2666666667,7.2,2.533333333333333
1376376651,3.0,525684.8,7.0,1.7333333333333334
1376376951,3.033333333333333,374690.13333333336,7.2,2.0
1376377251,3.3,503315.7333333333,7.2,2.466666666666667
1376377551,3.0,480945.06666666653,7.066666666666666,1.9333333333333331
1376377851,3.0,603977.6,7.0,1.8666666666666667
1376378151,3.3,570423.2,7.333333333333332,2.7333333333333334
1376378451,3.066666666666667,508908.0,7.333333333333332,2.2
1376378751,2.966666666666667,397059.46666666673,7.2666666666666675,2.066666666666667
1376379051,3.333333333333333,391466.4,7.533333333333332,2.8
1376379351,3.0,559239.2,7.666666666666668,2.2
1376379651,3.0,587200.8,7.533333333333332,2.1333333333333333
1376379951,3.333333333333333,419428.8,7.666666666666668,2.8
1376380251,3.0,452983.2,7.2666666666666675,2.066666666666667
1376380551,2.933333333333333,397058.93333333335,7.333333333333332,1.8
1376380851,3.333333333333333,553646.4,7.2,2.4
1376381151,3.0,570424.8,7.133333333333334,1.8666666666666667
1376381451,3.0,318765.6,7.133333333333334,1.6666666666666667
1376381751,3.333333333333333,508907.46666666673,7.2,2.7333333333333334
1376382051,3.033333333333333,520092.8,7.0,1.9333333333333331
1376382351,2.933333333333333,413836.53333333327,7.0,1.9333333333333331
1376382651,3.3666666666666667,609570.9333333332,7.133333333333334,2.8
1376382951,3.0,553647.2,7.066666666666666,1.9333333333333331
1376383251,2.966666666666667,268433.6,7.0,2.0
1376383551,3.3,341135.46666666673,7.2,2.6666666666666665
1376383851,3.066666666666667,520092.8,7.066666666666666,1.7333333333333334
1376384151,3.0,452984.0,6.866666666666666,1.7333333333333334
1376384451,3.266666666666667,520092.26666666655,7.0,2.4
1376384752,3.0,620755.2,7.066666666666666,1.8
1376385052,3.0,452983.2,7.133333333333334,1.9333333333333331
1376385352,3.333333333333333,464168.26666666655,7.866666666666666,3.2666666666666666
1376385652,3.1,520092.8,7.533333333333332,2.2
1376385952,3.0,486537.6,7.2,2.1333333333333333
1376386252,3.3,525684.5333333333,7.466666666666668,2.8
1376386552,3.0,721418.4,7.6,2.333333333333333
1376386852,3.033333333333333,570423.2,7.133333333333334,2.0
1376387152,3.3,514500.26666666655,7.4,2.8666666666666667
1376387452,3.0,603978.4,7.2,2.2
1376387752,2.9,369097.33333333326,7.133333333333334,2.0
1376388052,3.4,631940.2666666667,7.0,2.466666666666667
1376388352,3.0,553646.4,7.0,2.0
1376388652,3.0,469760.8,7.0,1.8666666666666667
1376388952,3.3666666666666667,497722.4,7.133333333333334,2.466666666666667
1376389252,3.033333333333333,503315.2,7.066666666666666,1.7333333333333334
1376389552,3.0,374690.13333333336,7.066666666666666,1.6666666666666667
1376389852,3.3666666666666667,654309.8666666667,7.2,2.6666666666666665
1376390152,3.0,838859.2,7.466666666666668,2.466666666666667
1376390452,3.1,570423.2,8.066666666666666,3.066666666666667
1376390752,3.3666666666666667,570423.2,7.466666666666668,3.0
1376391052,3.166666666666667,452983.2,7.7333333333333325,2.533333333333333
1376391352,3.1333333333333333,268433.6,8.133333333333333,2.8666666666666667
1376391652,3.3666666666666667,452984.0,8.0,3.2
1376391952,3.1,458575.7333333333,8.0,3.0
1376392252,3.033333333333333,357912.26666666666,7.933333333333334,2.7333333333333334
1376392552,3.5,486538.4,8.133333333333333,3.6
1376392853,3.166666666666667,603978.4,7.933333333333334,2.8
1376393153,3.066666666666667,531276.8,8.266666666666667,3.2666666666666666
1376393453,3.666666666666667,464168.53333333327,9.666666666666666,5.333333333333333
1376393753,3.166666666666667,559239.4666666667,8.666666666666666,3.333333333333333
1376394053,3.1,452983.2,8.4,3.2666666666666666
1376394353,3.5,531277.0666666668,8.4,4.0
1376394653,3.033333333333333,447390.93333333335,8.266666666666667,3.1333333333333333
1376394953,3.0,397059.46666666673,8.2,3.1333333333333333
1376395253,3.466666666666667,531277.3333333335,8.066666666666666,3.4
1376395552,3.066666666666667,508907.46666666673,8.0,2.8666666666666667
1376395852,3.1,570423.7333333333,8.2,3.066666666666667
1376396152,3.433333333333333,738195.7333333333,8.466666666666667,3.933333333333333
1376396452,3.1333333333333333,609571.2,8.0,2.7333333333333334
1376396752,3.066666666666667,492130.4,8.066666666666666,3.2666666666666666
1376397052,3.433333333333333,374689.6,7.2666666666666675,2.6666666666666665
1376397352,3.033333333333333,492130.4,8.533333333333333,3.4
1376397652,3.2,615162.6666666665,11.0,6.866666666666666
1376397952,3.666666666666667,587200.8,14.133333333333333,11.466666666666667
1376398252,3.433333333333333,553646.4,15.666666666666664,12.933333333333335
1376398552,3.3666666666666667,447390.93333333335,15.6,13.0
1376398853,3.766666666666667,603978.9333333332,14.2,11.333333333333336
1376399153,3.266666666666667,576016.2666666667,16.066666666666666,13.4
1376399453,3.3666666666666667,615163.2,16.266666666666666,13.6
1376399753,3.8,665494.1333333333,16.533333333333335,14.533333333333333
1376400053,3.533333333333333,508907.2,15.666666666666664,12.933333333333335
1376400353,3.4,380281.6,15.733333333333333,13.133333333333333
1376400653,3.766666666666667,581609.0666666668,15.866666666666667,13.8
1376400953,3.466666666666667,738195.2,15.666666666666664,13.0
1376401253,3.466666666666667,419429.06666666665,15.6,12.866666666666667
1376401553,3.733333333333333,374690.4,15.333333333333336,12.933333333333335
1376401853,3.333333333333333,436205.6,15.2,12.133333333333333
1376402153,3.3,413836.8,15.333333333333336,12.266666666666667
1376402453,3.733333333333333,441798.4,13.2,10.0
1376402753,3.466666666666667,777342.6666666665,14.6,11.466666666666667
1376403053,3.433333333333333,464168.8,14.466666666666667,11.4
1376403353,3.633333333333333,458575.2,15.133333333333333,12.466666666666667
1376403653,3.466666666666667,553646.1333333333,15.266666666666667,12.066666666666665
1376403953,3.5,553646.9333333332,13.133333333333333,9.333333333333334
1376404253,3.7,559238.9333333332,10.133333333333333,5.866666666666666
1376404553,3.3,609570.4,9.4,4.4
1376404853,3.166666666666667,754972.2666666667,9.4,4.466666666666667
1376405153,3.566666666666667,497722.1333333334,9.533333333333333,5.066666666666666
1376405453,3.3666666666666667,536869.3333333335,9.266666666666667,4.266666666666667
1376405753,3.3666666666666667,486537.6,9.2,4.333333333333333
1376406053,3.6,576016.2666666667,8.666666666666666,4.4
1376406353,3.166666666666667,665494.4,8.466666666666667,3.533333333333333
1376406653,3.2,503314.93333333347,8.266666666666667,3.2666666666666666
1376406954,3.7,520092.0,8.533333333333333,4.333333333333333
1376407254,3.2,581608.8,8.4,3.4
1376407554,3.166666666666667,335542.9333333333,8.6,3.733333333333333
1376407854,3.633333333333333,525684.2666666667,8.533333333333333,4.266666666666667
1376408154,3.666666666666667,464168.53333333327,8.466666666666667,3.8
1376408454,3.1333333333333333,363504.53333333327,8.333333333333334,3.1333333333333333
1376408754,3.7,508907.7333333333,10.8,7.0
1376409054,3.3666666666666667,503315.46666666673,13.533333333333333,9.933333333333334
1376409354,3.333333333333333,514499.46666666673,14.466666666666667,11.333333333333336
1376409654,3.733333333333333,475352.53333333327,12.933333333333335,9.733333333333333
1376409954,3.466666666666667,452983.46666666673,13.933333333333335,10.6
1376410254,3.433333333333333,385873.8666666666,13.933333333333335,10.4
1376410554,3.766666666666667,520092.8,14.0,11.2
1376410854,3.733333333333333,536869.8666666667,13.866666666666667,11.0
1376411154,4.1,1191179.7333333334,14.0,10.733333333333333
1376411454,3.766666666666667,799712.0,13.666666666666664,11.0
1376411754,3.3,816489.6,13.8,10.066666666666666
1376412054,3.166666666666667,508908.0,13.533333333333333,10.0
1376412354,3.566666666666667,419429.33333333326,13.8,10.933333333333335
1376412654,3.3666666666666667,480944.53333333327,13.533333333333333,10.2
1376412954,3.4,654309.3333333335,15.466666666666667,12.266666666666667
1376413255,3.666666666666667,620755.2,13.733333333333333,10.666666666666666
1376413555,3.333333333333333,492129.6,16.466666666666665,13.6
1376413855,3.466666666666667,715826.9333333332,17.333333333333332,15.133333333333333
1376414155,3.833333333333333,503314.1333333334,17.6,15.933333333333335
1376414455,3.533333333333333,497722.66666666674,17.066666666666666,14.4
1376414755,3.4,447391.7333333333,16.933333333333334,14.466666666666667
1376415055,3.8,452983.2,17.0,15.4
1376415355,3.466666666666667,508906.4,16.933333333333334,14.666666666666664
1376415655,3.466666666666667,436206.13333333336,16.266666666666666,13.666666666666664
1376415955,3.7,486537.8666666666,16.733333333333334,14.733333333333333
1376416255,3.4,520091.7333333333,16.466666666666665,13.933333333333335
1376416555,3.4,503315.2,16.266666666666666,13.933333333333335
1376416855,3.8,715826.1333333333,14.4,11.6
1376417155,3.333333333333333,654310.1333333333,15.466666666666667,12.533333333333333
1376417455,3.233333333333333,497722.66666666674,15.4,12.733333333333333
1376417755,4.766666666666667,570424.8,16.0,14.266666666666667
1376418055,3.5,665495.4666666667,14.0,10.666666666666666
1376418355,3.633333333333333,548054.4,13.133333333333333,9.666666666666666
1376418655,3.8666666666666663,581608.5333333333,12.066666666666665,8.466666666666667
1376418955,3.233333333333333,598385.8666666667,11.666666666666664,7.7333333333333325
1376419255,3.533333333333333,447390.4,11.466666666666667,7.333333333333332
1376419555,3.766666666666667,514499.46666666673,11.533333333333333,8.0
1376419855,3.6,732603.2,11.2,7.133333333333334
1376420155,3.166666666666667,480945.6,10.4,5.7333333333333325
1376420455,3.666666666666667,615162.6666666665,9.466666666666667,5.2
1376420755,3.666666666666667,704641.6,9.4,4.8
1376421055,3.233333333333333,425021.33333333326,8.866666666666667,4.2
1376421355,3.733333333333333,609570.9333333332,8.866666666666667,4.866666666666666
1376421655,3.166666666666667,732603.7333333333,8.333333333333334,3.6
1376421955,3.066666666666667,430613.8666666666,8.333333333333334,3.8
1376422255,3.566666666666667,559239.2,8.533333333333333,4.4
1376422555,3.166666666666667,480945.33333333326,8.266666666666667,3.8
1376422856,3.266666666666667,542462.4,8.266666666666667,3.466666666666667
1376423156,3.4,486537.8666666666,8.133333333333333,3.733333333333333
1376423456,3.066666666666667,480945.6,7.7333333333333325,2.7333333333333334
1376423756,3.066666666666667,374689.8666666666,8.0,2.8666666666666667
1376424056,3.533333333333333,497721.6,7.7333333333333325,3.333333333333333
1376424356,3.033333333333333,452983.7333333333,7.6,2.6666666666666665
1376424656,3.0,335542.4,7.2666666666666675,1.9333333333333331
1376424956,3.3666666666666667,570423.7333333333,7.533333333333332,2.8666666666666667
1376425256,3.1333333333333333,598386.1333333333,7.0,1.9333333333333331
1376425556,3.066666666666667,408244.8,7.0,2.0
1376425856,3.433333333333333,665494.6666666665,7.333333333333332,2.933333333333333
1376426156,3.0,536869.3333333335,7.133333333333334,1.9333333333333331
1376426456,3.0,413837.6,7.066666666666666,1.8
1376426756,3.3666666666666667,570423.4666666667,7.2666666666666675,2.8666666666666667
1376427056,3.0,441798.13333333336,7.2666666666666675,1.9333333333333331
1376427356,3.033333333333333,441798.4,7.2666666666666675,2.066666666666667
1376427656,3.3666666666666667,385874.66666666674,7.2,2.6666666666666665
1376427956,3.0,469760.8,7.0,1.9333333333333331
1376428256,3.0,469760.8,7.133333333333334,1.9333333333333331
1376428556,3.3666666666666667,581608.8,7.466666666666668,3.066666666666667
1376428856,3.1,771749.3333333335,7.333333333333332,2.333333333333333
1376429156,3.0,363505.06666666665,7.666666666666668,2.466666666666667
1376429456,3.333333333333333,576016.2666666667,7.466666666666668,2.7333333333333334
1376429756,3.0,419428.8,7.133333333333334,2.066666666666667
1376430056,3.0,318766.13333333336,7.0,2.0
1376430356,3.3,452982.4,7.2,2.8
1376430656,2.966666666666667,710233.8666666667,7.0,2.0
1376430956,3.033333333333333,603978.4,7.066666666666666,2.066666666666667
1376431256,3.4,548054.4,7.0,2.6
1376431556,3.0,531276.5333333333,7.133333333333334,1.9333333333333331
1376431856,3.0,687864.8,7.0,1.6666666666666667
1376432156,3.266666666666667,452982.4,7.4,2.8
1376432456,3.066666666666667,503315.2,7.2,2.0
1376432756,3.0,385875.2,7.066666666666666,1.8666666666666667
1376433056,3.3666666666666667,464167.7333333333,7.2,2.8
1376433356,3.033333333333333,620755.2,7.066666666666666,1.9333333333333331
1376433656,3.0,503315.2,7.066666666666666,1.8666666666666667
1376433956,3.4,318766.4,7.4,2.8
1376434256,3.033333333333333,385875.46666666673,7.2,1.8666666666666667
1376434556,3.0,475352.8,7.2666666666666675,1.8
1376434856,3.433333333333333,587200.0,7.2,2.6666666666666665
1376435156,3.033333333333333,637532.0,7.066666666666666,2.066666666666667
1376435456,3.0,335542.4,7.0,1.9333333333333331
1376435756,3.433333333333333,402652.0,7.2,2.7333333333333334
1376436056,3.066666666666667,436206.4,7.133333333333334,1.8666666666666667
1376436356,3.0,447391.2,7.0,2.0
1376436656,3.433333333333333,514500.53333333327,7.2666666666666675,2.933333333333333
1376436956,3.066666666666667,637532.2666666667,7.2666666666666675,1.9333333333333331
1376437256,3.0,369097.6,7.066666666666666,1.9333333333333331
1376437556,3.4,587200.5333333333,7.2666666666666675,2.8666666666666667
1376437856,3.0,687864.8,7.066666666666666,2.0
1376438156,3.0,469760.0,7.0,2.0
1376438456,3.3666666666666667,542461.0666666668,7.133333333333334,2.4
1376438756,3.0,603978.4,7.066666666666666,1.7333333333333334
1376439056,3.033333333333333,452984.0,7.2666666666666675,1.7333333333333334
1376439356,3.266666666666667,419428.8,7.533333333333332,2.7333333333333334
1376439656,3.033333333333333,436205.6,7.133333333333334,1.9333333333333331
1376439956,3.0,436206.4,7.2,1.8666666666666667
1376440256,3.3666666666666667,452983.2,7.2,2.8666666666666667
1376440557,3.0,581608.0,7.066666666666666,1.9333333333333331
1376440857,2.933333333333333,436206.93333333335,7.0,1.8666666666666667
1376441157,3.466666666666667,436206.66666666674,7.2666666666666675,2.7333333333333334
1376441457,3.0,469760.8,6.933333333333334,1.9333333333333331
1376441757,3.0,385874.4,7.133333333333334,1.9333333333333331
1376442057,3.3,441798.66666666674,7.133333333333334,2.466666666666667
1376442357,3.0,587200.8,7.066666666666666,1.8666666666666667
1376442657,3.0,452983.2,7.2666666666666675,1.5333333333333334
1376442957,3.4,721418.9333333332,7.466666666666668,3.0
1376443257,3.0,654310.4,7.066666666666666,2.0
1376443557,3.033333333333333,492130.1333333334,7.4,2.4
1376443857,4.033333333333333,805304.0,7.133333333333334,3.066666666666667
1376444157,3.0,570424.0,7.066666666666666,2.0
1376444457,3.0,564831.2,7.0,1.8666666666666667
1376444757,3.233333333333333,620755.2,7.2,2.8666666666666667
1376445057,3.0,687864.2666666667,7.0,1.9333333333333331
1376445357,3.033333333333333,452984.0,7.0,1.6666666666666667
1376445657,3.3,508906.93333333347,7.0,2.533333333333333
1376445957,3.0,631940.0,7.133333333333334,1.8666666666666667
1376446257,3.0,508907.2,7.0,1.8
1376446557,3.433333333333333,671086.6666666665,7.2,2.8666666666666667
1376446857,3.066666666666667,782935.4666666667,7.0,2.0
1376447157,3.0,385874.4,7.0,1.9333333333333331
1376447457,3.266666666666667,536868.8,7.2,2.8
1376447757,3.0,654310.1333333333,7.066666666666666,1.8
1376448057,2.9,503315.46666666673,7.133333333333334,1.9333333333333331
1376448357,3.466666666666667,480945.33333333326,7.8,3.066666666666667
1376448657,3.066666666666667,497722.4,7.533333333333332,2.2
