Timestamp,CPU,Memory,Network
1746840677,28,39,99
1746840737,46,43,38
1746840797,48,28,30
1746840857,44,47,49
1746840917,51,4,26
1746840977,67,63,70
1746841037,36,68,45
1746841097,8,24,26
1746841157,48,43,29
1746841217,44,22,72
1746841277,36,2,12
1746841337,6,30,37
1746841397,30,43,26
1746841457,43,33,27
1746841517,8,40,33
1746841577,43,43,28
1746841637,31,39,39
1746841697,24,47,7
1746841757,38,46,27
1746841817,46,71,38
1746841877,38,39,49
1746841937,6,29,30
1746841997,83,48,41
1746842057,52,71,54
1746842117,8,62,62
1746842177,26,57,34
1746842237,39,32,39
1746842297,27,21,6
1746842357,40,48,40
1746842417,37,48,46
1746842477,44,44,31
1746842537,61,18,21
1746842597,0,0,30
1746842657,34,29,44
1746842717,41,3,34
1746842777,42,35,73
1746842837,17,12,34
1746842897,27,27,45
1746842957,2,7,28
1746843017,15,34,31
1746843077,29,49,2
1746843137,3,26,36
1746843197,29,38,49
1746843257,29,69,35
1746843317,31,42,41
1746843377,45,9,34
1746843437,38,43,60
1746843497,29,15,16
1746843557,34,45,48
1746843617,66,15,15
1746843677,70,33,38
1746843737,59,39,29
1746843797,51,25,26
1746843857,30,36,39
1746843917,48,2,43
1746843977,39,26,25
1746844037,42,46,38
1746844097,60,29,38
1746844157,58,34,40
1746844217,35,70,31
1746844277,39,31,41
1746844337,48,48,66
1746844397,21,39,39
1746844457,32,32,20
1746844517,48,48,49
1746844577,48,54,35
1746844637,41,38,49
1746844697,30,29,29
1746844757,38,29,43
1746844817,34,19,47
1746844877,30,3,54
1746844937,22,30,40
1746844997,59,43,41
1746845057,30,19,44
1746845117,12,54,25
1746845177,25,46,49
1746845237,38,15,2
1746845297,14,45,25
1746845357,31,27,42
1746845417,27,31,29
1746845477,18,35,44
1746845537,44,36,48
1746845597,19,35,30
1746845657,0,27,40
1746845717,48,44,24
1746845777,34,34,30
1746845837,27,37,34
1746845897,62,26,44
1746845957,39,27,71
1746846017,43,2,48
1746846077,28,2,34
1746846137,54,48,14
1746846197,64,40,39
1746846257,50,41,48
1746846317,34,33,26
1746846377,30,46,48
1746846437,36,25,25
1746846497,37,30,22
1746846557,7,36,31
1746846617,28,36,90
1746846677,45,36,45
1746846737,21,24,28
1746846797,32,67,94
1746846857,40,32,56
1746846917,49,40,33
1746846977,44,37,41
1746847037,35,44,66
1746847097,36,31,23
1746847157,39,37,21
1746847217,28,28,49
1746847277,27,38,37
1746847337,61,27,21
1746847397,33,37,35
1746847457,67,70,48
1746847517,39,67,72
1746847577,59,25,31
1746847637,74,53,59
1746847697,40,47,66
1746847757,39,93,31
1746847817,5,34,42
1746847877,88,24,19
1746847937,34,62,70
1746847997,19,41,5
1746848057,25,61,13
1746848117,32,23,36
1746848177,35,7,32
1746848237,47,31,46
1746848297,55,46,28
1746848357,42,35,42
1746848417,33,38,44
1746848477,40,68,22
1746848537,38,46,31
1746848597,38,43,36
1746848657,44,28,40
1746848717,44,45,42
1746848777,3,65,31
1746848837,42,27,24
1746848897,28,33,42
1746848957,35,58,26
1746849017,32,37,37
1746849077,44,4,73
1746849137,37,31,24
1746849197,37,12,9
1746849257,34,21,29
1746849317,48,31,36
1746849377,44,13,30
1746849437,36,25,37
1746849497,26,33,32
1746849557,27,73,36
1746849617,31,35,34
1746849677,0,63,40
1746849737,42,59,38
1746849797,48,46,31
1746849857,31,22,79
1746849917,7,27,32
1746849977,39,46,18
1746850037,19,28,25
1746850097,6,7,17
1746850157,36,26,35
1746850217,23,43,27
1746850277,71,49,6
1746850337,68,48,35
1746850397,37,28,37
1746850457,10,12,33
1746850517,42,28,42
1746850577,36,46,54
1746850637,37,26,42
1746850697,36,40,62
1746850757,64,48,23
1746850817,34,21,49
1746850877,40,26,48
1746850937,29,34,47
1746850997,35,32,16
1746851057,43,11,45
1746851117,33,44,27
1746851177,40,12,6
1746851237,22,47,32
1746851297,46,29,30
1746851357,48,26,49
1746851417,30,44,37
1746851477,28,39,35
1746851537,42,28,0
1746851597,70,33,54
1746851657,73,43,61
1746851717,29,46,30
1746851777,25,29,27
1746851837,39,35,42
1746851897,25,25,37
1746851957,26,33,29
1746852017,29,20,31
1746852077,40,34,20
1746852137,3,26,34
1746852197,5,11,9
1746852257,67,33,41
1746852317,63,60,44
1746852377,52,31,29
1746852437,2,43,44
1746852497,25,47,48
1746852557,16,34,71
1746852617,72,99,0
1746852677,15,33,64
1746852737,11,49,35
1746852797,49,27,31
1746852857,39,30,41
1746852917,67,37,42
1746852977,28,62,64
1746853037,47,34,39
1746853097,49,61,38
1746853157,25,30,35
1746853217,58,47,74
1746853277,25,35,25
1746853337,11,24,39
1746853397,17,52,27
1746853457,37,71,40
1746853517,35,37,27
1746853577,34,32,32
1746853637,43,32,0
1746853697,57,4,5
1746853757,57,31,79
1746853817,45,42,46
1746853877,40,70,36
1746853937,42,55,30
1746853997,30,38,41
1746854057,61,33,41
1746854117,53,50,55
1746854177,28,29,66
1746854237,19,6,42
1746854297,62,45,3
1746854357,44,49,70
1746854417,43,35,42
1746854477,7,28,62
1746854537,5,19,25
1746854597,33,32,25
1746854657,32,41,31
1746854717,19,23,49
1746854777,43,30,34
1746854837,48,3,48
1746854897,46,11,17
1746854957,30,27,49
1746855017,1,49,37
1746855077,37,10,40
1746855137,33,30,33
1746855197,5,37,45
1746855257,30,35,38
1746855317,37,49,22
1746855377,34,36,35
1746855437,26,42,49
1746855497,34,44,29
1746855557,30,25,58
1746855617,26,35,44
1746855677,45,33,40
1746855737,49,13,37
1746855797,34,39,37
1746855857,14,31,28
1746855917,74,40,12
1746855977,46,34,64
1746856037,36,37,26
1746856097,37,48,28
1746856157,25,49,38
1746856217,33,19,29
1746856277,12,32,70
1746856337,45,49,48
1746856397,17,39,25
1746856457,47,31,44
1746856517,7,31,51
1746856577,55,31,37
1746856637,47,24,28
1746856697,1,20,40
1746856757,34,81,35
1746856817,49,13,28
1746856877,28,40,39
1746856937,41,37,33
1746856997,29,49,14
1746857057,32,28,44
1746857117,46,34,30
1746857177,46,44,83
1746857237,29,44,13
1746857297,96,44,40
1746857357,52,54,44
1746857417,73,65,48
1746857477,25,45,72
1746857537,48,39,46
1746857597,73,29,27
1746857657,50,27,38
1746857717,25,27,54
1746857777,38,38,3
1746857837,47,13,30
1746857897,36,41,1
1746857957,46,33,38
1746858017,45,47,20
1746858077,44,47,2
1746858137,35,42,55
1746858197,45,13,16
1746858257,31,46,9
1746858317,27,3,29
1746858377,46,42,32
1746858437,31,32,30
1746858497,46,18,34
1746858557,17,38,30
1746858617,6,70,35
1746858677,42,32,39
1746858737,29,59,5
1746858797,41,37,28
1746858857,74,28,30
1746858917,57,44,42
1746858977,51,35,35
1746859037,66,74,27
1746859097,48,31,37
1746859157,0,32,39
1746859217,26,39,10
1746859277,35,21,34
1746859337,47,35,73
1746859397,44,38,46
1746859457,64,49,26
1746859517,41,45,34
1746859577,47,27,38
1746859637,46,48,30
1746859697,27,43,34
1746859757,40,31,32
1746859817,43,18,19
1746859877,46,48,49
1746859937,68,42,29
1746859997,34,34,62
1746860057,3,26,39
1746860117,37,0,13
1746860177,49,43,39
1746860237,22,43,43
1746860297,73,49,34
1746860357,64,74,35
1746860417,36,17,15
1746860477,35,49,73
1746860537,45,30,47
1746860597,36,17,73
1746860657,8,9,44
1746860717,17,22,3
1746860777,16,27,44
1746860837,45,7,6
1746860897,22,18,41
1746860957,41,17,24
1746861017,7,11,3
1746861077,44,47,41
1746861137,69,25,29
1746861197,33,4,32
1746861257,17,73,20
1746861317,42,36,4
1746861377,28,20,43
1746861437,35,60,4
1746861497,25,39,27
1746861557,32,39,43
1746861617,39,1,61
1746861677,7,45,43
1746861737,15,34,28
1746861797,28,12,19
1746861857,59,11,33
1746861917,70,27,14
1746861977,56,33,47
1746862037,67,41,46
1746862097,43,56,44
1746862157,48,3,17
1746862217,8,38,48
1746862277,47,3,13
1746862337,38,10,29
1746862397,25,65,43
1746862457,10,0,3
1746862517,16,27,37
1746862577,25,27,10
1746862637,36,44,42
1746862697,29,34,27
1746862757,14,15,46
1746862817,65,49,42
1746862877,57,33,35
1746862937,70,49,4
1746862997,45,25,73
1746863057,59,64,27
1746863117,22,65,55
1746863177,71,26,2
1746863237,32,31,69
1746863297,36,15,29
1746863357,42,25,36
1746863417,26,22,31
1746863477,46,1,35
1746863537,38,28,37
1746863597,45,28,45
1746863657,26,21,25
1746863717,49,42,41
1746863777,37,31,40
1746863837,40,26,42
1746863897,28,15,32
1746863957,64,70,0
1746864017,63,66,34
1746864077,34,32,31
1746864137,8,30,38
1746864197,35,42,13
1746864257,45,28,32
1746864317,39,30,46
1746864377,49,36,29
1746864437,44,3,36
1746864497,0,32,21
1746864557,66,65,32
1746864617,30,40,35
1746864677,38,29,69
1746864737,15,33,27
1746864797,16,39,11
1746864857,39,31,50
1746864917,32,28,39
1746864977,44,45,40
1746865037,44,13,72
1746865097,38,43,34
1746865157,16,23,39
1746865217,5,52,33
1746865277,46,40,35
1746865337,29,22,31
1746865397,70,34,72
1746865457,55,28,25
1746865517,53,10,64
1746865577,51,37,31
1746865637,37,35,61
1746865697,35,14,12
1746865757,39,48,20
1746865817,68,47,13
1746865877,25,39,31
1746865937,29,34,33
1746865997,24,24,45
1746866057,41,71,48
1746866117,31,44,44
1746866177,53,32,67
1746866237,42,21,0
1746866297,43,28,31
1746866357,7,44,34
1746866417,14,39,9
1746866477,42,25,33
1746866537,44,47,7
1746866597,35,12,0
1746866657,30,37,32
1746866717,48,32,40
1746866777,27,69,42
1746866837,74,19,27
1746866897,26,38,65
1746866957,48,19,52
1746867017,29,26,27
1746867077,69,5,42
1746867137,34,37,26
1746867197,44,43,3
1746867257,58,70,65
1746867317,49,33,64
1746867377,73,7,70
1746867437,19,55,72
1746867497,46,47,12
1746867557,49,31,33
1746867617,36,46,3
1746867677,47,30,48
1746867737,84,48,44
1746867797,50,27,46
1746867857,47,58,71
1746867917,22,39,15
1746867977,32,44,35
1746868037,42,19,50
1746868097,49,16,3
1746868157,35,32,34
1746868217,28,72,12
1746868277,48,24,23
1746868337,49,30,46
1746868397,38,36,36
1746868457,26,41,35
1746868517,23,24,30
1746868577,24,7,44
1746868637,42,40,44
1746868697,33,30,29
1746868757,55,42,66
1746868817,2,3,71
1746868877,48,33,33
1746868937,49,3,32
1746868997,2,22,18
1746869057,38,25,14
1746869117,32,45,8
1746869177,28,31,8
1746869237,27,65,62
1746869297,26,28,29
1746869357,35,27,31
1746869417,4,27,39
1746869477,39,48,41
1746869537,78,49,33
1746869597,59,60,71
1746869657,70,28,52
1746869717,42,44,39
1746869777,38,25,33
1746869837,20,33,48
1746869897,18,90,34
1746869957,49,43,33
1746870017,42,43,44
1746870077,23,20,41
1746870137,47,29,32
1746870197,29,32,29
1746870257,42,32,29
1746870317,6,41,11
1746870377,32,2,3
1746870437,47,38,86
1746870497,69,10,15
1746870557,25,38,48
1746870617,40,40,49
1746870677,54,49,34
1746870737,74,35,54
1746870797,55,60,4
1746870857,43,36,25
1746870917,41,36,28
1746870977,3,48,0
1746871037,60,42,4
1746871097,69,33,72
1746871157,92,26,43
1746871217,37,38,33
1746871277,8,33,38
1746871337,44,45,68
1746871397,32,44,33
1746871457,25,47,52
1746871517,25,42,28
1746871577,38,15,71
1746871637,37,17,31
1746871697,37,70,60
1746871757,37,44,34
1746871817,36,25,41
1746871877,40,45,47
1746871937,41,2,38
1746871997,27,35,31
1746872057,55,27,39
1746872117,65,62,44
1746872177,27,49,36
1746872237,35,24,30
1746872297,54,33,0
1746872357,30,63,25
1746872417,42,48,27
1746872477,37,45,53
1746872537,35,16,46
1746872597,48,20,34
1746872657,35,11,10
1746872717,62,25,29
1746872777,53,30,42
1746872837,27,47,40
1746872897,38,4,45
1746872957,40,55,36
1746873017,6,29,24
1746873077,31,21,21
1746873137,28,44,9
1746873197,49,35,46
1746873257,36,32,49
1746873317,48,27,26
1746873377,44,56,48
1746873437,25,42,41
1746873497,26,35,41
1746873557,21,46,17
1746873617,68,41,0
1746873677,81,22,15
1746873737,43,74,64
1746873797,26,66,3
1746873857,56,29,54
1746873917,58,6,70
1746873977,41,55,63
1746874037,35,49,25
1746874097,32,41,39
1746874157,35,26,15
1746874217,4,13,48
1746874277,66,28,38
1746874337,44,11,74
1746874397,32,39,29
1746874457,27,89,28
1746874517,39,48,42
1746874577,32,48,24
1746874637,26,11,5
1746874697,36,28,41
1746874757,32,25,11
1746874817,45,45,40
1746874877,32,51,35
1746874937,34,28,72
1746874997,48,33,36
1746875057,4,39,48
1746875117,10,10,27
1746875177,33,3,37
1746875237,73,28,35
1746875297,45,31,32
1746875357,37,45,34
1746875417,25,46,35
1746875477,46,25,60
1746875537,6,34,36
1746875597,38,10,63
1746875657,1,42,39
1746875717,0,26,44
1746875777,53,32,51
1746875837,28,47,60
1746875897,46,56,38
1746875957,7,45,41
1746876017,31,72,32
1746876077,6,27,20
1746876137,41,45,48
1746876197,65,49,46
1746876257,47,16,33
1746876317,49,25,61
1746876377,25,38,24
1746876437,44,47,46
1746876497,7,44,21
1746876557,46,41,50
1746876617,17,58,30
1746876677,11,36,27
1746876737,64,56,39
1746876797,8,39,45
1746876857,55,51,25
1746876917,39,49,66
1746876977,8,47,44
1746877037,17,30,48
1746877097,28,70,36
1746877157,46,4,19
1746877217,71,21,25
1746877277,47,39,43
1746877337,3,49,30
1746877397,47,12,42
1746877457,15,28,63
1746877517,92,37,70
1746877577,52,51,98
1746877637,44,49,70
1746877697,32,16,16
1746877757,40,47,12
1746877817,7,63,36
1746877877,22,33,48
1746877937,71,46,32
1746877997,46,72,35
1746878057,42,64,38
1746878117,5,49,43
1746878177,91,48,43
1746878237,59,34,45
1746878297,36,68,42
1746878357,40,34,36
1746878417,21,30,38
1746878477,27,4,26
1746878537,56,36,67
1746878597,33,7,55
1746878657,4,17,34
1746878717,27,23,35
1746878777,37,24,27
1746878837,8,39,33
1746878897,11,48,38
1746878957,70,70,42
1746879017,77,64,42
1746879077,37,43,26
1746879137,16,45,43
1746879197,36,44,15
1746879257,31,20,43
1746879317,30,43,43
1746879377,44,38,40
1746879437,49,40,32
1746879497,99,38,73
1746879557,80,47,68
1746879617,82,64,28
1746879677,46,60,56
1746879737,47,42,41
1746879797,28,65,39
1746879857,15,26,30
1746879917,49,2,43
1746879977,68,39,13
1746880037,33,34,41
1746880097,48,45,35
1746880157,38,73,62
1746880217,42,38,21
1746880277,32,7,33
1746880337,32,45,58
1746880397,32,47,39
1746880457,36,37,60
1746880517,30,45,34
1746880577,68,91,40
1746880637,42,49,31
1746880697,48,34,38
1746880757,10,30,27
1746880817,31,36,60
1746880877,44,32,31
1746880937,16,12,44
1746880997,43,25,67
1746881057,45,41,2
1746881117,37,32,42
1746881177,24,40,39
1746881237,12,4,27
1746881297,28,32,26
1746881357,27,68,38
1746881417,30,41,46
1746881477,25,29,71
1746881537,27,45,47
1746881597,36,8,71
1746881657,31,18,46
1746881717,58,61,49
1746881777,47,29,56
1746881837,14,54,13
1746881897,36,29,26
1746881957,17,28,16
1746882017,39,28,30
1746882077,28,38,35
1746882137,44,51,47
1746882197,49,36,30
1746882257,30,2,32
1746882317,37,44,62
1746882377,49,45,0
1746882437,26,43,25
1746882497,31,37,23
1746882557,49,56,35
1746882617,21,55,27
1746882677,56,42,5
1746882737,28,48,73
1746882797,38,5,47
1746882857,24,45,48
1746882917,60,1,14
1746882977,53,66,34
1746883037,73,38,34
1746883097,53,69,69
1746883157,29,43,73
1746883217,30,31,73
1746883277,38,48,2
1746883337,30,32,29
1746883397,33,46,42
1746883457,22,42,48
1746883517,41,30,33
1746883577,49,34,42
1746883637,29,39,27
1746883697,61,66,41
1746883757,50,40,38
1746883817,43,58,52
1746883877,44,94,64
1746883937,32,9,44
1746883997,48,41,32
1746884057,44,44,18
1746884117,53,31,47
1746884177,74,63,29
1746884237,37,34,30
1746884297,48,7,25
1746884357,39,0,40
1746884417,27,34,15
1746884477,36,29,34
1746884537,15,39,32
1746884597,52,32,57
1746884657,11,36,39
1746884717,11,82,98
1746884777,10,71,13
1746884837,26,23,61
1746884897,62,27,41
1746884957,53,37,73
1746885017,30,71,72
1746885077,11,25,45
1746885137,46,36,27
1746885197,41,39,32
1746885257,41,37,35
1746885317,9,49,28
1746885377,27,49,29
1746885437,47,22,46
1746885497,50,36,19
1746885557,44,73,44
1746885617,47,44,34
1746885677,39,66,31
1746885737,30,42,38
1746885797,7,43,14
1746885857,47,36,2
1746885917,42,44,16
1746885977,27,42,33
1746886037,36,40,28
1746886097,30,38,42
1746886157,25,43,46
1746886217,49,55,26
1746886277,44,2,40
1746886337,30,30,32
1746886397,47,42,56
1746886457,48,65,28
1746886517,38,37,49
1746886577,43,37,44
1746886637,26,22,67
1746886697,14,40,32
1746886757,44,47,40
1746886817,44,46,61
1746886877,30,91,14
1746886937,7,54,29
1746886997,39,42,40
1746887057,43,47,16
1746887117,47,44,51
1746887177,40,54,56
1746887237,35,31,28
1746887297,49,6,58
1746887357,13,27,18
1746887417,22,12,38
1746887477,43,36,51
1746887537,11,31,42
1746887597,32,43,42
1746887657,26,43,6
1746887717,49,35,29
1746887777,47,26,32
1746887837,43,65,47
1746887897,44,14,45
1746887957,74,29,28
1746888017,62,70,31
1746888077,41,21,39
1746888137,15,37,29
1746888197,46,9,34
1746888257,35,46,11
1746888317,48,32,65
1746888377,33,41,42
1746888437,34,41,69
1746888497,47,36,44
1746888557,50,44,44
1746888617,60,26,35
1746888677,35,79,38
1746888737,47,39,41
1746888797,37,28,27
1746888857,41,43,65
1746888917,52,60,8
1746888977,37,26,28
1746889037,86,41,0
1746889097,26,69,63
1746889157,55,46,40
1746889217,13,25,36
1746889277,33,40,31
1746889337,41,4,1
1746889397,44,50,40
1746889457,56,2,45
1746889517,36,43,44
1746889577,49,42,51
1746889637,47,26,25
1746889697,34,45,43
1746889757,40,36,44
1746889817,34,43,39
1746889877,21,41,34
1746889937,11,62,74
1746889997,26,48,7
1746890057,29,36,4
1746890117,41,11,30
1746890177,40,28,46
1746890237,44,48,31
1746890297,42,32,36
1746890357,27,39,23
1746890417,20,28,47
1746890477,58,36,29
1746890537,55,43,46
1746890597,44,32,29
1746890657,22,35,4
1746890717,49,28,87
1746890777,2,43,16
1746890837,47,37,42
1746890897,42,26,32
1746890957,61,66,39
1746891017,36,20,60
1746891077,99,60,35
1746891137,44,24,58
1746891197,10,28,56
1746891257,55,19,34
1746891317,56,46,44
1746891377,31,58,65
1746891437,82,6,25
1746891497,51,41,36
1746891557,67,49,35
1746891617,42,65,49
1746891677,87,38,31
1746891737,54,25,25
1746891797,35,44,39
1746891857,72,17,80
1746891917,32,32,49
1746891977,34,36,33
1746892037,47,33,32
1746892097,15,49,64
1746892157,47,46,44
1746892217,39,73,2
1746892277,49,21,6
1746892337,67,46,39
1746892397,36,39,5
1746892457,39,37,12
1746892517,34,65,16
1746892577,41,41,38
1746892637,21,27,29
1746892697,3,6,36
1746892757,33,46,15
1746892817,2,45,48
1746892877,48,14,49
1746892937,39,14,29
1746892997,42,40,37
1746893057,15,27,27
1746893117,56,27,66
1746893177,36,67,65
1746893237,14,59,57
1746893297,39,69,41
1746893357,6,41,32
1746893417,65,73,64
1746893477,52,56,26
1746893537,33,36,45
1746893597,21,26,41
1746893657,42,38,39
1746893717,17,28,38
1746893777,80,35,33
1746893837,31,32,37
1746893897,31,13,60
1746893957,23,19,48
1746894017,14,30,39
1746894077,65,45,78
1746894137,27,32,93
1746894197,49,28,16
1746894257,27,61,30
1746894317,7,33,74
1746894377,74,43,32
1746894437,37,53,35
1746894497,43,33,39
1746894557,41,48,38
1746894617,33,32,33
1746894677,26,71,24
1746894737,47,7,40
1746894797,46,28,56
1746894857,35,34,7
1746894917,26,45,48
1746894977,43,73,27
1746895037,28,29,43
1746895097,42,46,70
1746895157,32,46,30
1746895217,21,13,48
1746895277,15,63,72
1746895337,48,7,63
1746895397,16,32,37
1746895457,42,38,32
1746895517,35,48,6
1746895577,32,9,34
1746895637,21,30,27
1746895697,6,10,60
1746895757,10,73,17
1746895817,18,37,69
1746895877,35,37,5
1746895937,7,31,13
1746895997,43,71,72
1746896057,35,26,3
1746896117,13,68,21
1746896177,0,39,36
1746896237,37,60,34
1746896297,29,29,38
1746896357,45,35,9
1746896417,24,26,21
1746896477,44,29,16
1746896537,47,49,39
1746896597,3,42,44
1746896657,33,47,1
1746896717,34,27,39
1746896777,34,8,18
1746896837,36,48,40
1746896897,28,55,34
1746896957,9,15,29
1746897017,5,13,23
1746897077,28,49,45
1746897137,41,25,36
1746897197,47,31,44
1746897257,26,69,34
1746897317,32,34,40
1746897377,31,31,22
1746897437,44,1,43
1746897497,31,45,37
1746897557,33,46,34
1746897617,44,28,47
1746897677,36,72,48
1746897737,12,35,2
1746897797,25,37,48
1746897857,36,47,27
1746897917,50,23,25
1746897977,62,23,26
1746898037,18,30,36
1746898097,72,48,41
1746898157,68,70,30
1746898217,56,49,38
1746898277,41,66,28
1746898337,59,40,10
1746898397,25,48,26
1746898457,30,32,38
1746898517,47,48,36
1746898577,7,22,48
1746898637,67,38,29
1746898697,34,40,43
1746898757,46,31,19
1746898817,17,66,28
1746898877,48,97,55
1746898937,35,10,73
1746898997,34,49,45
1746899057,40,41,27
1746899117,44,15,31
1746899177,48,16,45
1746899237,8,41,45
1746899297,43,43,44
1746899357,16,42,35
1746899417,25,1,34
1746899477,29,13,3
1746899537,45,16,42
1746899597,31,69,46
1746899657,40,26,27
1746899717,47,28,43
1746899777,45,44,32
1746899837,36,51,27
1746899897,34,67,41
1746899957,25,32,18
1746900017,32,35,25
1746900077,48,4,48
1746900137,25,10,56
1746900197,3,36,49
1746900257,50,27,44
1746900317,29,65,36
1746900377,19,41,43
1746900437,39,29,20
1746900497,61,31,48
1746900557,67,56,19
1746900617,49,33,65
1746900677,60,29,20
1746900737,41,43,39
1746900797,29,44,12
1746900857,45,27,28
1746900917,23,42,41
1746900977,64,21,32
1746901037,71,74,29
1746901097,30,25,35
1746901157,31,28,32
1746901217,57,2,38
1746901277,51,35,36
1746901337,25,32,12
1746901397,13,45,23
1746901457,63,34,24
1746901517,22,41,44
1746901577,44,28,25
1746901637,37,29,38
1746901697,25,20,38
1746901757,9,33,51
1746901817,61,30,30
1746901877,52,44,65
1746901937,26,25,34
1746901997,31,39,55
1746902057,34,49,10
1746902117,32,49,50
1746902177,41,41,38
1746902237,38,26,35
1746902297,39,37,15
1746902357,26,5,26
1746902417,29,46,36
1746902477,6,73,1
1746902537,7,46,36
1746902597,25,64,82
1746902657,31,45,47
1746902717,30,47,30
1746902777,26,26,31
1746902837,34,39,30
1746902897,36,47,66
1746902957,48,14,30
1746903017,31,51,5
1746903077,58,47,45
1746903137,67,74,25
1746903197,19,71,71
1746903257,63,71,25
1746903317,71,36,26
1746903377,24,29,27
1746903437,30,46,33
1746903497,49,28,14
1746903557,27,48,35
1746903617,15,15,32
1746903677,27,23,40
1746903737,44,38,13
1746903797,26,29,17
1746903857,30,35,33
1746903917,36,29,40
1746903977,29,34,38
1746904037,27,31,43
1746904097,40,1,48
1746904157,12,41,33
1746904217,34,25,32
1746904277,42,26,36
1746904337,32,74,6
1746904397,37,28,50
1746904457,40,44,5
1746904517,33,29,30
1746904577,94,45,74
1746904637,59,37,58
1746904697,39,15,64
1746904757,71,42,49
1746904817,49,51,41
1746904877,8,42,45
1746904937,30,60,39
1746904997,32,43,46
1746905057,31,39,44
1746905117,26,33,28
1746905177,3,41,48
1746905237,41,11,49
1746905297,21,65,48
1746905357,48,35,48
1746905417,3,28,38
1746905477,86,64,49
1746905537,51,57,32
1746905597,48,41,32
1746905657,48,57,46
1746905717,8,38,28
1746905777,34,28,3
1746905837,12,51,48
1746905897,58,35,9
1746905957,41,70,42
1746906017,47,79,66
1746906077,48,47,31
1746906137,47,13,36
1746906197,27,48,22
1746906257,39,49,10
1746906317,27,32,45
1746906377,32,38,26
1746906437,49,28,47
1746906497,34,44,26
1746906557,20,55,44
1746906617,41,41,70
1746906677,36,43,45
1746906737,49,28,30
1746906797,40,28,42
1746906857,44,47,27
